Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion,Description,orange,cranberry,pineapple,citrus,bitters,fresh,herb,cinnamon,Cinnamon,Mint,Lime
Sipsmith Negroni,https://www.thecocktailproject.com/drink-recipes/sipsmith-negroni,"Sipsmith London Dry Gin, Sweet Vermouth, Sipsmith London Dry Gin, Sweet Vermouth, Campari, Orange Peel, Using Fresh Citrus",Gin,Sweet,3,48,"Sipsmith London Dry Gin, Sweet Vermouth, Sipsmith London Dry Gin, Sweet Vermouth, Campari, Orange Peel, Using Fresh Citrus",['red'],"['fall', 'winter']","Often described as the perfect cocktail, don't let this superlative intimidate you. With the right mix of Sipsmith?? London Dry Gin, Sweet Vermouth and Campari?? you can practice, which apparently makes perfect.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
CC Ginger Ale,https://www.thecocktailproject.com/drink-recipes/canadian-club-ginger-ale,"Canadian Club 1858 Whisky, Fever-Tree Ginger Ale, Canadian Club 1858 Whisky, Fever-Tree Ginger Ale, Lime Wedge",Canadian Whisky,Refreshing,3,33,"Canadian Club 1858 Whisky, Fever-Tree Ginger Ale, Canadian Club 1858 Whisky, Fever-Tree Ginger Ale, Lime Wedge",['brown'],"['bbq', 'christmas', 'holiday', 'summer']","The C.C.?? and Ginger Ale is a timeless go-to that needs no introduction. Smooth Canadian whisky meets snappy Fever-Tree Ginger Ale for a surefire hit that's easy to serve for larger groups, no matter the season. Mix individually or batch in a pitcher for friends and family.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Bruxo Mezcal Mule,https://www.thecocktailproject.com/drink-recipes/bruxo-mezcal-mule,"Bruxo X Mezcal, Fever-Tree Ginger Beer, Bruxo X Mezcal, Fever-Tree Ginger Beer, Lime Wedge",Mezcal,Refreshing,3,20,"Bruxo X Mezcal, Fever-Tree Ginger Beer, Bruxo X Mezcal, Fever-Tree Ginger Beer, Lime Wedge",['clear'],"['bbq', 'christmas', 'holiday', 'summer']","For a mouth-watering mule, don't overlook the mezcal. Try Bruxo?? X Mezcal paired with Fever-Tree Ginger Beer and a lime wedge to liven up a delicious classic. Just make sure your guests enjoy it ice-cold.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Hornitos Ranch Water,https://www.thecocktailproject.com/drink-recipes/Hornitos-ranch-water,"Hornitos Plata Tequila, Fever-Tree Club Soda, Hornitos Plata Tequila, Fever-Tree Club Soda, Lime Juice, Lime Wedge",Tequila,Refreshing,3,79,"Hornitos Plata Tequila, Fever-Tree Club Soda, Hornitos Plata Tequila, Fever-Tree Club Soda, Lime Juice, Lime Wedge",['clear'],"['bbq', 'christmas', 'holiday', 'summer']","Tip your hat to the southwest and enjoy a crisp beverage that's agave-forward. Mix Hornitos?? Plata and Fever-Tree Club Soda with a splash of fresh squeezed lime juice for a bubblier take on a margarita. It's a nice, cool offering to serve up when you're relaxing at the homestead.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sipsmith Gin and Tonic,https://www.thecocktailproject.com/drink-recipes/gin-and-tonic,"Sipsmith London Dry Gin, Fever-Tree Indian Tonic Water, Sipsmith London Dry Gin, Fever-Tree Indian Tonic Water, Lime Wedge",Gin,,3,44,"Sipsmith London Dry Gin, Fever-Tree Indian Tonic Water, Sipsmith London Dry Gin, Fever-Tree Indian Tonic Water, Lime Wedge",['clear'],"['bbq', 'christmas', 'holiday', 'summer']","For the perfect G&T, the right gin is half the battle. Start with Sipsmith?? London Dry Gin and add a bubbly hint of botanicals with Fever-Tree Indian Tonic Water. It's a year-round standard that easily pairs with a great meal or a great conversation with good friends.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Pinnacle Mule,https://www.thecocktailproject.com/drink-recipes/pinnacle-moscow-mule,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Fever-Tree Ginger Beer, Lime Wedge",Vodka,Refreshing,3,42,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Fever-Tree Ginger Beer, Lime Wedge",['clear'],"['birthday', 'christmas', 'holiday', 'summer']",It's the drink that makes copper mugs look good. Mix up a round of gingery mules with Pinnacle?? Original Vodka and enjoy some tasty beverages with good company. Add this signature cocktail to your list of refreshing favorites.,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sauza Mexican Paloma,https://www.thecocktailproject.com/drink-recipes/sauza-mexican-paloma,"Sauza Hacienda Silver Tequila, Grapefruit Soda, Sauza Hacienda Silver Tequila, Grapefruit Soda, Lime Juice, Lime Wheel",Tequila,Sour,3,39,"Sauza Hacienda Silver Tequila, Grapefruit Soda, Sauza Hacienda Silver Tequila, Grapefruit Soda, Lime Juice, Lime Wheel",['green'],"['fall', 'summer']","We can't stop the leaves from turning, but we can hang on to summer just a little more. Bring the Sauza?? Hacienda Silver Tequila and tangy grapefruit soda over ice, mix together and garnish with a lime wheel. All it takes is the right cocktail.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
DeKuyper End of the Rainbow,https://www.thecocktailproject.com/drink-recipes/dekuyper-end-of-rainbow,"Pinnacle Original Vodka, DeKuyper Pucker Sour Apple Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Sour Apple Schnapps, Lime Juice, Simple Syrup, Lime Wheel",Cordials,Sour,3,50,"Pinnacle Original Vodka, DeKuyper Pucker Sour Apple Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Sour Apple Schnapps, Lime Juice, Simple Syrup, Lime Wheel",['green'],"['game-day', 'spring']","The End of the Rainbow is really just the beginning of a good conversation. Part DeKuyper?? Pucker?? Sour Apple, part zesty lime juice, add all the ingredients to an ice filled shaker and shake together as you catch up. Not all cocktails are just blind luck.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Haku Martini,https://www.thecocktailproject.com/drink-recipes/haku-martini-vodka,"Suntory Haku Vodka, Dry Vermouth, Suntory Haku Vodka, Dry Vermouth, Orange Bitters, Umeboshi",Cordials,Savory,3,32,"Suntory Haku Vodka, Dry Vermouth, Suntory Haku Vodka, Dry Vermouth, Orange Bitters, Umeboshi",['clear'],,"Make a martini fit for any special moment with the help of high quality, smooth Suntory Haku?? Vodka. Serve in a chilled martini glass and create your own oasis right in your living room.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
EFFEN Blood Orange Crush,https://www.thecocktailproject.com/drink-recipes/effen-blood-orange-crush,"EFFEN Blood Orange Vodka, DeKuyper Triple Sec Liqueur, EFFEN Blood Orange Vodka, DeKuyper Triple Sec Liqueur, Orange, Lemon-Lime Soda, Orange Wedges",Cordials,Sweet,3,61,"EFFEN Blood Orange Vodka, DeKuyper Triple Sec Liqueur, EFFEN Blood Orange Vodka, DeKuyper Triple Sec Liqueur, Orange, Lemon-Lime Soda, Orange Wedges",['orange'],"['fall', 'holiday', 'thanksgiving']","Bring the sunshine inside all year long! With EFFEN?? Blood Orange Vodka, lemon-lime soda and hand crushed orange halves, you will have a splash of summer no matter the weather outside.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Knob Creek Rye Old Fashioned,https://www.thecocktailproject.com/drink-recipes/knob-creek-rye-old-fashioned,"Knob Creek Straight Rye Whiskey, Angostura Bitters, Knob Creek Straight Rye Whiskey, Angostura Bitters, Demerara Syrup*, Lemon Peel",Bourbon,Sweet,3,42,"Knob Creek Straight Rye Whiskey, Angostura Bitters, Knob Creek Straight Rye Whiskey, Angostura Bitters, Demerara Syrup*, Lemon Peel",['brown'],"['fall', 'holiday', 'thanksgiving']","This signature Knob Creek?? Bourbon cocktail will impress even the most fashioned whiskey drinkers. With aromatic bitters & Demerara Syrup, Knob Creek's?? high proof and Rye flavor reveals itself in this full-bodied classic. Stir, strain, and put it all together over one ice cube as you raise the bar at home. ",NA,NA,NA,NA,bitters,NA,NA,NA,nocinnamon,nomint,nolime
Tres Gen Paloma,https://www.thecocktailproject.com/drink-recipes/tres-gen-tequila-paloma,"Tres Generaciones Plata Tequila, Grapefruit Soda, Tres Generaciones Plata Tequila, Grapefruit Soda, Lime Juice, Grapefruit Peel",Tequila,Refreshing,3,32,"Tres Generaciones Plata Tequila, Grapefruit Soda, Tres Generaciones Plata Tequila, Grapefruit Soda, Lime Juice, Grapefruit Peel",['pink'],['summer'],"Bring the Cinco de Mayo party right into your home with this tequila paloma recipe. Pack a tall glass with ice as your first guests arrive, add the Tres Generaciones??, the fresh grapefruit soda and get the party going.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sipsmith Martini,https://www.thecocktailproject.com/drink-recipes/sipsmith-martini,"Sipsmith London Dry Gin, Vermouth, Sipsmith London Dry Gin, Vermouth, Lemon Twist",Gin,Savory,3,47,"Sipsmith London Dry Gin, Vermouth, Sipsmith London Dry Gin, Vermouth, Lemon Twist",['yellow'],"['fall', 'holiday', 'thanksgiving']","Looking for classic and timeless cocktail idea? Look no further than the Sipsmith?? Martini. The secret is to use the best possible gin, the freshest vermouth, the coldest ice and a freshly cut lemon twist. You'll be tending bar from the kitchen island in no time.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Kilbeggan Irish Coffee,https://www.thecocktailproject.com/drink-recipes/irish-coffee,"Kilbeggan Single Grain Irish Whiskey, Coffee, Kilbeggan Single Grain Irish Whiskey, Coffee",Irish Whiskey,Hot,4,20,"Kilbeggan Single Grain Irish Whiskey, Coffee, Kilbeggan Single Grain Irish Whiskey, Coffee",['brown'],"['brunch', 'christmas', 'spring', 'winter']",Heat up any cold day with a piping hot Irish Coffee. Start with a steaming cup of Joe and mix in brown sugar and Kilbeggan?? Single Grain Irish Whiskey. Top with a swirl of whipped cream for a rich coffee and whiskey drink that tastes delicious morning or night.,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pinnacle Black Widow Martini,https://www.thecocktailproject.com/drink-recipes/black-widow-martini,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Pomegranate Juice, Lemon Juice",Vodka,,3,31,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Pomegranate Juice, Lemon Juice",['red'],"['fall', 'halloween']","Don't get spooked by making cocktails, add another to your knowhow. Add the Pinnacle?? Original Vodka and other ingredients to an ice-filled shaker. Shake out the scaries and strain your creation into a chilled Martini glass. Costume optional.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Toki Highball,https://www.thecocktailproject.com/drink-recipes/toki-highball,"Suntory Whisky Toki, Fever-Tree Club Soda, Suntory Whisky Toki, Fever-Tree Club Soda, Grapefruit Peel",Whiskey,Refreshing,3,51,"Suntory Whisky Toki, Fever-Tree Club Soda, Suntory Whisky Toki, Fever-Tree Club Soda, Grapefruit Peel",['clear'],"['bbq', 'christmas', 'holiday', 'summer']","Suntory Whisky Toki?? was made to mix with soda water. For as simple as this cocktail is, you'll be surprised by the complexity of the flavors. Soda water brings out the fresh, crisp notes of the whisky for a refreshing cocktail that pairs with any meal. ",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Roku Gin Sonic,https://www.thecocktailproject.com/drink-recipes/roku-gin-sonic,"Suntory Roku Gin, Soda Water, Suntory Roku Gin, Soda Water, Tonic Water, Lemon Peel",Gin,Refreshing,3,70,"Suntory Roku Gin, Soda Water, Suntory Roku Gin, Soda Water, Tonic Water, Lemon Peel",['clear'],"['bbq', 'christmas', 'holiday', 'summer']","Lighter than a classic Gin & Tonic, the Roku?? Sonic carries just as much character. Soda water and tonic combine to highlight the floral notes of the six unique botanicals used in this Japanese Gin. Pour one up the next time you're relaxing on the back deck or serve with your favorite summer meal.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Courvoisier Gala,https://www.thecocktailproject.com/drink-recipes/courvoisier-gala,"Courvoisier VS Cognac, Fever-Tree Sparkling Lemon Soda, Courvoisier VS Cognac, Fever-Tree Sparkling Lemon Soda, Lemon Wheel",Cognac,Sour,4,28,"Courvoisier VS Cognac, Fever-Tree Sparkling Lemon Soda, Courvoisier VS Cognac, Fever-Tree Sparkling Lemon Soda, Lemon Wheel",['yellow'],"['fall', 'spring', 'summer']","Feel like you're ready for any get together without stepping out your front door. Built in a highball glass full of ice, the unmistakable Courvoisier?? VS combines with Sparkling Lemon Soda to dress up any occasion.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
SQRRL An Apple A Day,https://www.thecocktailproject.com/drink-recipes/sqrrl-apple-day,"SQRRL Peanut Butter Whiskey, Apple Cider, SQRRL Peanut Butter Whiskey, Apple Cider, Lemon Juice, Maple Syrup, Cinnamon",Whiskey,Sweet,3,52,"SQRRL Peanut Butter Whiskey, Apple Cider, SQRRL Peanut Butter Whiskey, Apple Cider, Lemon Juice, Maple Syrup, Cinnamon",['red'],"['christmas', 'fall', 'game-day', 'thanksgiving', 'winter']","Revel in the leaves turning with this unmistakable and easy to put together cider cocktail. Made with SQRRL?? Peanut Butter Whiskey, combine and shake the ingredients over fresh ice to be ready for any gathering this season.",NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
SQRRL Top Banana,https://www.thecocktailproject.com/drink-recipes/sqrrl-top-banana,"SQRRL Peanut Butter Whiskey, Cruzan Banana Rum, SQRRL Peanut Butter Whiskey, Cruzan Banana Rum, Cream, Toasted Coconut",Rum,Fruity,3,37,"SQRRL Peanut Butter Whiskey, Cruzan Banana Rum, SQRRL Peanut Butter Whiskey, Cruzan Banana Rum, Cream, Toasted Coconut",['yellow'],"['bbq', 'birthday', 'brunch', 'fall', 'summer', 'tropical']","This cocktail goes together like, well, Peanut Butter Whiskey and Banana Rum. Sweet, fruity and ready to have fun, this combo can be put togther in a cocktail glass over ice with a simple stir. When the days are long, have this recipe ready to go.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sauza Classic Margarita,https://www.thecocktailproject.com/drink-recipes/classic-margarita,"Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",Tequila,Sweet,3,78,"Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",['clear'],['summer'],"Timeless and simple, there?Â?s a reason classics never go out of style. Pure blanco tequila, aromatic triple sec and zesty lime make up the classic margarita recipe we?Â?ve come to love. Pair it with a salty or spicy dish for an explosion of flavors.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Cruzan Safe Harbor,https://www.thecocktailproject.com/drink-recipes/dark-and-stormy,"Cruzan Aged Dark Rum, Cruzan Black Strap Rum, Cruzan Aged Dark Rum, Cruzan Black Strap Rum, Fever-Tree Ginger Beer, Lime Wedge",Rum,,3,43,"Cruzan Aged Dark Rum, Cruzan Black Strap Rum, Cruzan Aged Dark Rum, Cruzan Black Strap Rum, Fever-Tree Ginger Beer, Lime Wedge",['brown'],"['bbq', 'christmas', 'holiday', 'summer']","Take shelter in the smooth sweetness of a Safe Harbor. It's a motley crew of flavor combining Cruzan?? Aged Dark, Cruzan?? Blackstrap Rum, and Fever-Tree Ginger Beer. This drink is made for warm days, dockside gatherings, or cooler evenings when home is your own cozy lagoon.  ",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
El Tesoro Paloma,https://www.thecocktailproject.com/drink-recipes/-el-tesoro-paloma,"El Tesoro Blanco Tequila, Fever-Tree Pink Grapefruit, El Tesoro Blanco Tequila, Fever-Tree Pink Grapefruit, Lime Wedge, Spice Rim (instead of salt), Grapefruit Wedge",Tequila,Refreshing,3,54,"El Tesoro Blanco Tequila, Fever-Tree Pink Grapefruit, El Tesoro Blanco Tequila, Fever-Tree Pink Grapefruit, Lime Wedge, Spice Rim (instead of salt), Grapefruit Wedge",['red'],"['bbq', 'christmas', 'holiday', 'summer']","Not all Palomas are created equal. Give yours some extra zing with the gentle fizz of Fever-Tree Pink Grapefruit and a spicy rim in place of salt. With a hint of lime and a grapefruit garnish for good measure, it's a light and perky cocktail made for all occasions.  ",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
SQRRL Carajillo,https://www.thecocktailproject.com/drink-recipes/sqrrl-carajillo,"SQRRL Peanut Butter Whiskey, Hornitos Reposado Tequila, SQRRL Peanut Butter Whiskey, Hornitos Reposado Tequila, Espresso, Coffee Beans",Tequila,Sweet,3,41,"SQRRL Peanut Butter Whiskey, Hornitos Reposado Tequila, SQRRL Peanut Butter Whiskey, Hornitos Reposado Tequila, Espresso, Coffee Beans",['brown'],"['bbq', 'brunch', 'wedding']","The end of dinner is really just the start of something else. Put together a sweet mix of SQRRL?? Peanut Butter Whiskey, Hornitos?? Reposado Tequila, and just the right amount of espresso. This caffeinated evening extender is best made in an ice-filled shaker and strained into a glass. You won't have to look far to celebrate when you're holding this cocktail.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
SQRRL PB Manhattan,https://www.thecocktailproject.com/drink-recipes/sqrrl-pb-manhattan,"SQRRL Peanut Butter Whiskey, Knob Creek Straight Rye Whiskey, SQRRL Peanut Butter Whiskey, Knob Creek Straight Rye Whiskey, Sweet Vermouth, Angostura Bitters, Maraschino Cherries",Whiskey,Sweet,3,59,"SQRRL Peanut Butter Whiskey, Knob Creek Straight Rye Whiskey, SQRRL Peanut Butter Whiskey, Knob Creek Straight Rye Whiskey, Sweet Vermouth, Angostura Bitters, Maraschino Cherries",['brown'],"['bbq', 'holiday', 'winter']","Need something for a holiday, winter day, or to jazz up any day? From BBQs to Season's Greetings, this lively mix of SQRRL?? Peanut Butter Whiskey and Knob Creek?? Rye has the freshly roasted flavor to turn up the fun on any occasion. ",NA,NA,NA,NA,bitters,NA,NA,NA,nocinnamon,nomint,nolime
Classic Hornitos Paloma,https://www.thecocktailproject.com/drink-recipes/classic-hornitos-paloma,"Hornitos Plata Tequila, Pink Grapefruit Juice, Hornitos Plata Tequila, Pink Grapefruit Juice, Simple Syrup, Club Soda",Tequila,Fruity,3,28,"Hornitos Plata Tequila, Pink Grapefruit Juice, Hornitos Plata Tequila, Pink Grapefruit Juice, Simple Syrup, Club Soda",['pink'],"['bbq', 'spring', 'summer']","Spanish for ?Â?Dove,?Â? a tasty tequila paloma always flies for an afternoon delight.  Hornitos?? Plata Tequila, the purest expression of the powerful 100% agave flavor, is given a tart twist with fresh, ruby red grapefruit juice. Club soda adds a bubbly twist to this cocktail, while fresh rosemary emits a floral sweetness. Go ahead and unwind with this grapefruit cocktail during your mid-day siesta.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Legent Blossom Old Fashioned,https://www.thecocktailproject.com/drink-recipes/legent-blossom-old-fashioned,"Legent Bourbon, Sweet Vermouth, Legent Bourbon, Sweet Vermouth, Luxardo Maraschino Liqueur, Angostura Bitters, Orange Peel",Bourbon,Sweet,3,34,"Legent Bourbon, Sweet Vermouth, Legent Bourbon, Sweet Vermouth, Luxardo Maraschino Liqueur, Angostura Bitters, Orange Peel",['brown'],"['fall', 'winter']","The Old Fashioned has a new look, and it can give a smooth start to happy hour at home. A mix of Legent?? Bourbon, sweet vermouth, Luxardo?? Maraschino Liqueur and Angostura?? Bitters, this recipe can turn any kitchen into the most distinguished private bar on the street.",NA,NA,NA,NA,bitters,NA,NA,NA,nocinnamon,nomint,nolime
"Basil Hayden
Boulevardier",https://www.thecocktailproject.com/drink-recipes/basil-hayden-boulevardier,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Aperol Aperitif, Basil Hayden's Kentucky Straight Bourbon Whiskey, Aperol Aperitif, Vermouth, Sweet, Orange Peel",Bourbon,Sweet,3,43,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Aperol Aperitif, Basil Hayden's Kentucky Straight Bourbon Whiskey, Aperol Aperitif, Vermouth, Sweet, Orange Peel",['red'],"['fall', 'holiday', 'thanksgiving']","A Kentucky cocktail with French ancestry. This twist on the classic uses an aperitif and a lower ratio of vermouth which lets the lighter, spicier notes of our signature Basil Hayden?? Bourbon shine. The balance of bitter, sweet, and rich bourbon flavors makes this boulevardier cocktail the perfect cool weather companion. ",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Knob Creek Old Fashioned,https://www.thecocktailproject.com/drink-recipes/knob-creek-old-fashioned,"Knob Creek, Simple Syrup, Knob Creek, Simple Syrup, Angostura Bitters, Orange Peel, Secrets of Citrus",Bourbon,Sweet,3,57,"Knob Creek, Simple Syrup, Knob Creek, Simple Syrup, Angostura Bitters, Orange Peel, Secrets of Citrus",['brown'],"['fall', 'winter']","Stop wondering if you can be as smooth as an Old Fashioned and start mastering one. Crafted with Knob Creek?? Bourbon, ice and a few easy to acquire ingredients, you'll look more bartender and less homebody with every attempt. Garnish to start your own happy hour.",NA,NA,NA,NA,bitters,NA,NA,NA,nocinnamon,nomint,nolime
Pinnacle Peppermint Hot Chocolate,https://www.thecocktailproject.com/drink-recipes/peppermint-hot-chocolate,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",Cordials,Sweet,3,36,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",['brown'],"['christmas', 'holiday', 'winter']","Stay home for the holidays with a peppermint vodka cocktail made to match a warm fire and the ugliest of sweaters. Combine Pinnacle?? Whipped?? Vodka, Peppermint Schnapps and Swiss Miss?? Hot Cocoa into your most festive of mugs, top with whipped cream, sit back, relax and cozy up for the festivities.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Cruzan Coquito,https://www.thecocktailproject.com/drink-recipes/cruzan-coquito,"Cruzan Aged Dark Rum, Evaporated Milk, Cruzan Aged Dark Rum, Evaporated Milk, Sweetened Condensed Milk, Cream of Coconut, Cinnamon, Nutmeg, Vanilla Extract, Shredded Coconut",Cordials,Sweet,0,0,"Cruzan Aged Dark Rum, Evaporated Milk, Cruzan Aged Dark Rum, Evaporated Milk, Sweetened Condensed Milk, Cream of Coconut, Cinnamon, Nutmeg, Vanilla Extract, Shredded Coconut",['brown'],"['christmas', 'holiday', 'winter']",,NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Cruzan Cranberry Cider Punch,https://www.thecocktailproject.com/drink-recipes/cruzan-cranberry-cider-punch,"Cruzan Aged Dark Rum, Apple Cider, Cruzan Aged Dark Rum, Apple Cider, Cranberry Juice, Ginger Ale, Lemon Juice, Apple Slices",Rum,Sweet,3,33,"Cruzan Aged Dark Rum, Apple Cider, Cruzan Aged Dark Rum, Apple Cider, Cranberry Juice, Ginger Ale, Lemon Juice, Apple Slices",['red'],"['christmas', 'fall', 'holiday', 'thanksgiving', 'winter']","Take it easy and take the time to make something special with the Cruzan?? Cranberry Cider Punch. Construct this made-for-the-holidays punch with Cruzan?? Aged Dark, tart cranberries and whole lot more festivity. From saucepan to pitcher to fridge, this present is one you'll be sharing over ice with cold ginger ale.",NA,cranberry,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pinnacle Holly Jolly Punch,https://www.thecocktailproject.com/drink-recipes/holly-jolly-punch,"DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, Cranberry Juice, Ginger Ale, Frozen orange juice concentrate, Cinnamon Allspice, Nutmeg, Cranberries",Cordials,Sweet,3,74,"DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, Cranberry Juice, Ginger Ale, Frozen orange juice concentrate, Cinnamon Allspice, Nutmeg, Cranberries",['red'],"['christmas', 'fall', 'holiday', 'thanksgiving', 'winter']","Gather round friends and family, treat them all to the Holly Jolly Punch. Part DeKuyper?? Triple Sec, part Pinnacle?? Original Vodka, this festive blend of flavors is bound to bring everyone closer these holidays. Carefully combine the ingredients in a punch bowl as you end the year with your nearest and dearest.",orange,cranberry,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Summer Fish Bowl,https://www.thecocktailproject.com/drink-recipes/summer-fish-bowl,"Cruzan Coconut Rum, DeKuyper Blue Curacao Liqueur, Cruzan Coconut Rum, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Lemon Juice, Lemon Wedge",Cordials,Sweet,3,122,"Cruzan Coconut Rum, DeKuyper Blue Curacao Liqueur, Cruzan Coconut Rum, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Lemon Juice, Lemon Wedge",,"['bbq', 'summer']","Hanging out with friends and sharing an ice cold drink is what summer is all about. This refreshing punch made with Cruzan?? Rum, Pinnacle?? Vodka, DeKuyper?? Blue Curacao and hints of lemon and pineapple will be sure to cool you off all summer long.",NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
